Transaction_ID,LORRY_ID,WEIGHT,DELIVERY_TIME
5ca609a0-bf41-4ce0-9b7f-08390eea4757,PSE_2077,1500,2025-01-01T13:47:00
147208bf-8909-48fc-867b-564de590c66f,PGI_1657,1500,2025-01-01T13:15:00
4e6d661d-4380-422a-af43-7b632f5d5794,PBF_1309,1500,2025-01-01T08:27:00
7ff0d2c3-00a9-4ba0-82ac-f2e7116e2673,PIG_6370,1500,2025-01-01T20:19:00
d5dc7177-ebe6-487f-9f9f-5e30dd650382,PSN_4094,1500,2025-01-01T13:04:00
a0dfad99-e7ac-440c-808d-83fd67994a2c,PIP_6494,1500,2025-01-01T11:56:00
be4963f2-ce22-4b21-a0ff-6417311b195c,PYL_2247,1500,2025-01-01T17:09:00
9c66d7c6-7845-4182-b620-1b2b8d076d12,PLX_2931,1500,2025-01-01T03:17:00
8fdf21cc-412f-4e1f-8d98-d3e4a9ed4f11,PCO_1299,1500,2025-01-01T03:43:00
c13cdcad-44ee-4563-83dc-6eef3dd92db8,PZP_2210,1500,2025-01-01T07:26:00
54515863-827d-4c13-85d9-8178dc94bfe6,PQX_5811,1500,2025-01-01T00:29:00
fd71c259-3a15-49dc-959d-5f9776b30a97,PLN_7211,1500,2025-01-01T01:56:00
5b1340b5-c46c-44bc-85fd-8967d508dc50,PWS_7722,1500,2025-01-01T09:01:00
e0cb1e41-314a-4907-9b27-80deafc8bec1,PLT_5943,1500,2025-01-01T16:46:00
c242e22f-1f7c-41ae-b8ab-bef591ee84d0,PFO_1820,1500,2025-01-01T16:10:00
ebbd0ffb-49e8-4fa5-9655-8f0c66dd60cd,PNM_5774,1500,2025-01-01T11:19:00
3cdf0f31-243d-4b41-94ef-21209161d17e,PXV_5937,1500,2025-01-01T20:39:00
77683a9d-af4a-4100-87de-9753acd985c7,POI_2105,1500,2025-01-01T14:54:00
9c3a442f-6622-46b3-82c1-4a57bcb77967,POJ_7246,1500,2025-01-01T08:35:00
96a7f7aa-5259-42ca-932f-29c81aabf753,PWG_3753,1500,2025-01-01T00:57:00
d8c0e049-7d1c-4ec4-bc8c-827c05fd9cfe,PPT_5537,5000,2025-01-01T04:50:00
2545364e-fe6d-43cf-af34-92f9be368b74,PWV_5480,5000,2025-01-01T22:17:00
9ff274fd-2736-408c-9f31-c2c3c7692cb9,PVZ_2268,5000,2025-01-01T15:05:00
5e31d222-0a97-4ea7-8ea4-def9b5a064d4,PAT_5947,5000,2025-01-01T01:41:00
0d66ffbb-f12d-4899-9062-eac602f1daa6,PNM_7623,5000,2025-01-01T03:54:00
29bae964-4bf9-4842-b27c-d419693bcd67,PKX_6924,5000,2025-01-01T02:19:00
359df74c-fba7-45c6-9d06-efacb52ffe04,PAL_2684,5000,2025-01-01T22:31:00
03e855d8-5bbe-4046-aa6e-0e3785a6c43d,PQL_1347,5000,2025-01-01T22:43:00
c56aff5c-e0ad-4b01-9367-d851357e69a8,PAU_3638,5000,2025-01-01T19:03:00
ac2c714e-5e18-4c01-8494-ee4c6482edc1,PUT_2054,5000,2025-01-01T13:44:00
449c71a5-aab7-485d-8573-1935d4b0a37e,PNP_6723,5000,2025-01-01T04:29:00
3903ba80-d162-420b-9440-880db0a5a72f,PDW_4311,5000,2025-01-01T04:27:00
efac82dc-15a7-4fbf-9820-8e301db0c83c,PWY_6366,5000,2025-01-01T07:47:00
a0786a59-61a6-4c4d-9241-ef33417d09ed,PYH_2183,5000,2025-01-01T03:17:00
62fc4bbc-6768-4682-8ab3-951e2046cbea,PVA_2020,5000,2025-01-01T15:44:00
d89b4868-b2f8-42a2-a768-e5d938659c31,PJP_3105,5000,2025-01-01T21:09:00
743219b4-64af-429d-b098-6882d296bd1c,PQJ_6147,5000,2025-01-01T14:25:00
88fefedc-43c0-4b05-8983-69f52b9dc061,PAZ_2651,5000,2025-01-01T15:20:00
4555073a-becf-4a2c-a44c-ebe49ef51377,PPH_1417,5000,2025-01-01T16:25:00
fae24de6-797b-4810-b596-404603ef549a,PUP_4870,5000,2025-01-01T12:22:00
d43629d6-2713-4ae5-b984-97fefefe177c,PFE_3642,5000,2025-01-01T19:53:00
96606771-bedd-427f-868d-7e648e8fa8a9,PCW_6392,5000,2025-01-01T21:56:00
022750a8-5b69-4855-b231-2cb1ec4a85de,PWT_3077,5000,2025-01-01T21:30:00
0082a045-6494-46fc-8c7f-f1e2a62b11b2,PFZ_2052,5000,2025-01-01T03:22:00
ea084e76-97a1-480f-8078-e238789ba509,PSW_5507,5000,2025-01-01T09:35:00
56d10916-58b9-46c9-8368-300c1afef736,PUG_7878,5000,2025-01-01T05:12:00
f0098f4b-56e2-4745-b5ff-8822af89a27a,PXB_3361,5000,2025-01-01T16:46:00
02ebf196-448e-42db-9892-7a25f95ff25b,PKD_5157,5000,2025-01-01T22:30:00
ebcd383b-3ca7-4f1d-90c6-e41b81e4338c,PTD_7043,5000,2025-01-01T04:50:00
7a022ce9-3baa-4ac9-b3f3-b2522d04a50f,PKT_3072,5000,2025-01-01T00:59:00
7cc104e9-53d4-4404-b393-ff7e9c6b775c,PUB_6765,5000,2025-01-01T09:23:00
d3d0b95e-c0d4-42ec-89cd-1c8fc0e3b141,PIS_3543,5000,2025-01-01T21:41:00
06ceabb1-7773-4f30-9e17-a1f3efa304b5,PGK_2875,5000,2025-01-01T17:13:00
6ebda57b-25d2-44af-98b0-7e0cf5b17fec,PPX_6094,5000,2025-01-01T10:20:00
cffea3eb-2b6c-4e20-b6b9-3118f31cefa0,PND_2043,5000,2025-01-01T01:48:00
759292b9-84d1-4d7d-9ea9-56e50077833c,PJS_6315,5000,2025-01-01T18:02:00
c736dc96-9546-4211-932a-3285f54a38fc,PPB_6985,5000,2025-01-01T05:12:00
bf99432b-efeb-4292-b27f-c44a55c1a421,PIM_3630,5000,2025-01-01T01:34:00
0b80d52a-2c33-4a8e-86dd-74aae14aebef,POJ_6571,5000,2025-01-01T23:37:00
9c6021ac-7dff-4ecb-a899-4d363db5ec01,PVI_2874,5000,2025-01-01T05:33:00
28f3f81a-e039-494d-a0f9-c80b552c7ac5,PHK_7444,5000,2025-01-01T08:47:00
e9404875-0f98-457b-b67e-ae4e8d4a7dba,PEU_3863,5000,2025-01-01T11:39:00
f000805b-a878-4272-a9f6-fa3629bead27,PGI_7655,5000,2025-01-01T21:36:00
d98569b6-654d-4814-a183-d27cec357ce0,PGF_7095,5000,2025-01-01T22:16:00
21e943a0-3f8d-499b-b652-c60f498557d8,PKM_5526,5000,2025-01-01T05:05:00
b790459a-8e06-487a-9cea-232f90a00a46,PLU_1710,5000,2025-01-01T09:55:00
e9a55f69-f93c-4481-9892-40613e90c9f4,PFA_1463,5000,2025-01-01T22:28:00
41c9579b-1edd-4365-a9e4-5dc6d64efab1,PVH_6743,5000,2025-01-01T18:49:00
8a36f50d-67e2-4fad-803f-11d329930f24,PZA_4247,5000,2025-01-01T00:19:00
d8526c17-694d-4141-8e5b-49d8fcc40599,PVL_5898,5000,2025-01-01T02:19:00
aac96bda-f1a4-4ebf-a5b8-579fff1bb0ee,PET_6292,5000,2025-01-01T15:30:00
19163d57-4c55-4f07-a3ee-f0d3f349e4a7,PEH_5155,5000,2025-01-01T13:53:00
98e08408-223b-4737-8994-bee5c8d5dbc2,PUU_4004,5000,2025-01-01T03:22:00
971162f0-c47c-428d-900d-706592bdf67f,PQB_5718,5000,2025-01-01T20:42:00
a7a84a10-a7ab-4b2f-ac3d-86941dc23fa7,PBS_4790,5000,2025-01-01T06:22:00
c7ddbf7b-b6ed-4555-be76-16adae3668e5,PUK_2217,5000,2025-01-01T21:38:00
8b555337-18cf-4827-b343-f5b5617e95ba,PGN_1749,5000,2025-01-01T02:01:00
dd8fa002-4736-4aee-89c4-9096f93ee0bd,PCX_1512,5000,2025-01-01T09:01:00
91dce0c6-1a16-424c-bb2c-5d734454c5c6,PNN_7084,5000,2025-01-01T01:33:00
53999c34-338d-4a42-989c-2ca8e7c1aa54,PJT_4883,5000,2025-01-01T03:52:00
29ffffbd-20d1-438f-ab05-1b08c4e7f716,PSH_1670,10000,2025-01-01T16:16:00
87c12e26-f918-4301-94e9-e4892e4dadf3,PRF_6460,10000,2025-01-01T11:38:00
1edb7ebf-d99b-4335-972d-aa47ea9a6854,PGP_6442,10000,2025-01-01T02:27:00
240678ba-ec83-410c-a56a-896808742853,PML_5207,10000,2025-01-01T21:15:00
a9dfd9d9-7c0c-4d00-bf76-021be77f058b,PRM_4874,10000,2025-01-01T21:22:00
bcfdce50-9e21-45d5-b86b-c81e5dd1dd4c,PIM_7100,10000,2025-01-01T01:04:00
e7a93a18-bfd2-4001-8e4b-cf5f7f99edb6,PKL_5329,10000,2025-01-01T01:41:00
0efeb05b-bafd-46fc-b7ad-b8875a434da3,PXU_2259,10000,2025-01-01T13:19:00
e77f1f48-75f2-43e2-b220-c1210e55ba55,PZV_7776,10000,2025-01-01T12:30:00
312a65a0-a56a-437d-91da-7d7ae3a09680,PQM_3298,10000,2025-01-01T01:23:00
299377ca-fd2c-46df-b5d5-650f60a866ea,PFC_5696,10000,2025-01-01T21:17:00
6fc0de48-c5b7-4dbc-aef8-31de553bc75d,PER_7097,10000,2025-01-01T15:31:00
c57c0eb5-db25-461f-8a55-deb2402d6f98,PUS_4723,10000,2025-01-01T02:21:00
f912368f-4c2c-4994-9f17-23d0b5f5bdb0,PYM_7835,10000,2025-01-01T12:24:00
622550cf-bfbe-404b-9b9a-72d46afc2bac,PKB_3901,10000,2025-01-01T22:39:00
3c220b2f-dfba-42bb-b177-4c17a4a788dc,PEJ_1327,10000,2025-01-01T04:02:00
0b004866-510a-48f0-9824-23fe919664b1,PDJ_6722,10000,2025-01-01T19:08:00
0f63bd07-77f0-4dc3-8a5a-819ebf79f7fd,PGM_2289,10000,2025-01-01T08:55:00
5f711ca5-9014-4b47-9c88-b83fe3d3c7c4,PNR_6499,10000,2025-01-01T06:41:00
a303ee25-93f0-4f3a-a7e6-f4c4299d66e5,PSG_1762,10000,2025-01-01T09:42:00
36f33b35-0e45-4e7a-83df-c8390c3b0b43,PSE_2077,1500,2025-01-02T13:55:00
fa36f168-8942-4c54-ae9c-c4988c1eb631,PGI_1657,1500,2025-01-02T20:33:00
9398519f-bd18-4d91-a638-c71baeaed70b,PBF_1309,1500,2025-01-02T07:10:00
59e82938-730b-4e5b-9e12-f6b80ede6b8b,PIG_6370,1500,2025-01-02T20:01:00
4a301b7c-1fad-4cb3-9677-b330b60a8652,PSN_4094,1500,2025-01-02T16:50:00
d946a83f-4f2b-430e-94a4-f42282d14ded,PIP_6494,1500,2025-01-02T09:23:00
3ac0ae44-6c04-41cb-9bc1-1152e0cbd96b,PYL_2247,1500,2025-01-02T15:10:00
be43e359-5a38-4844-8c91-8c24b4ed6d69,PLX_2931,1500,2025-01-02T09:13:00
d5667906-c856-489b-aaeb-66e7ee99afd2,PCO_1299,1500,2025-01-02T23:42:00
90aa0b22-f004-4b19-a443-afbbbdd6a37e,PZP_2210,1500,2025-01-02T12:14:00
5f26aae6-ca96-41ca-b489-434d39593a6b,PQX_5811,1500,2025-01-02T17:57:00
